Source,LairPrototypeSID,Faction,FactionPriority,PlayerRank,MaxSpawnQuantity,InitialSpawnQuantityPercent,InitialSpawnQuantityRespawnTimeSeconds,MaxSpawnQuantityRespawnTimeSeconds,WipeRespawnTimeoutSeconds,Archetype,MinQuantityPerArchetype,SpawnWeight
base,Varta,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,4,1.0
base,Varta,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,0,0
base,Varta,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,0,0
base,Varta,Varta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0
base,Varta,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,Varta,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,1,1.0
base,Varta,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,1,1.0
base,Varta,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,0,0
base,Varta,Varta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0
base,Varta,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,Varta,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,1,1.0
base,Varta,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,2,1.0
base,Varta,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,1,0.2
base,Varta,Varta,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,0,0.5
base,Varta,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_CloseCombat,1,1.0
base,Varta,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Recon,0,1.0
base,Varta,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Stormtrooper,2,1.0
base,Varta,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Sniper,1,0.2
base,Varta,Varta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Varta_Heavy,1,0.2
base,IkarVarta,IkarVarta,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_IkarVarta_CloseCombat,1,1.0
base,IkarVarta,IkarVarta,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_IkarVarta_Recon,1,1.0
base,IkarVarta,IkarVarta,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_IkarVarta_Stormtrooper,1,1.0
base,IkarVarta,IkarVarta,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_IkarVarta_Sniper,1,1.0
base,IkarVarta,IkarVarta,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_IkarVarta_Heavy,1,1.0
base,IkarVarta,IkarVarta,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_CloseCombat,1,1.0
base,IkarVarta,IkarVarta,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Recon,1,1.0
base,IkarVarta,IkarVarta,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Stormtrooper,1,1.0
base,IkarVarta,IkarVarta,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Sniper,1,1.0
base,IkarVarta,IkarVarta,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Heavy,1,1.0
base,IkarVarta,IkarVarta,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_CloseCombat,1,1.0
base,IkarVarta,IkarVarta,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Recon,1,1.0
base,IkarVarta,IkarVarta,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Stormtrooper,1,1.0
base,IkarVarta,IkarVarta,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Sniper,1,1.0
base,IkarVarta,IkarVarta,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Heavy,1,1.0
base,IkarVarta,IkarVarta,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_CloseCombat,1,1.0
base,IkarVarta,IkarVarta,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Recon,1,1.0
base,IkarVarta,IkarVarta,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Stormtrooper,1,1.0
base,IkarVarta,IkarVarta,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Sniper,1,1.0
base,IkarVarta,IkarVarta,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_IkarVarta_Heavy,1,1.0
base,EnemyVarta,EnemyVarta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_CloseCombat,0,1.0
base,EnemyVarta,EnemyVarta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Recon,5,1.0
base,EnemyVarta,EnemyVarta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Stormtrooper,0,0
base,EnemyVarta,EnemyVarta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Sniper,0,0
base,EnemyVarta,EnemyVarta,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Heavy,0,0
base,EnemyVarta,EnemyVarta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_CloseCombat,1,1.0
base,EnemyVarta,EnemyVarta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Recon,1,1.0
base,EnemyVarta,EnemyVarta,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Stormtrooper,1,1.0
base,EnemyVarta,EnemyVarta,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_CloseCombat,1,1.0
base,EnemyVarta,EnemyVarta,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Recon,0,1.0
base,EnemyVarta,EnemyVarta,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Stormtrooper,3,1.0
base,EnemyVarta,EnemyVarta,3,Veteran,6,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Heavy,0,1.0
base,EnemyVarta,EnemyVarta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_CloseCombat,1,0.5
base,EnemyVarta,EnemyVarta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Recon,1,1.0
base,EnemyVarta,EnemyVarta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Stormtrooper,2,1.0
base,EnemyVarta,EnemyVarta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Sniper,1,0
base,EnemyVarta,EnemyVarta,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_EnemyVarta_Heavy,1,1.0
base,Mercenaries,Mercenaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_CloseCombat,0,1.0
base,Mercenaries,Mercenaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Recon,4,1.0
base,Mercenaries,Mercenaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Stormtrooper,0,0
base,Mercenaries,Mercenaries,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Sniper,0,0
base,Mercenaries,Mercenaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_CloseCombat,1,1.0
base,Mercenaries,Mercenaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Recon,1,1.0
base,Mercenaries,Mercenaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Stormtrooper,1,1.0
base,Mercenaries,Mercenaries,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Sniper,0,0
base,Mercenaries,Mercenaries,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_CloseCombat,1,1.0
base,Mercenaries,Mercenaries,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Recon,0,1.0
base,Mercenaries,Mercenaries,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Stormtrooper,3,1.0
base,Mercenaries,Mercenaries,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Sniper,1,0.2
base,Mercenaries,Mercenaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_CloseCombat,1,1.0
base,Mercenaries,Mercenaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Recon,0,2.0
base,Mercenaries,Mercenaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Stormtrooper,3,1.0
base,Mercenaries,Mercenaries,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Mercenaries_Sniper,1,0.2
base,Freedom,Freedom,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_CloseCombat,1,1.0
base,Freedom,Freedom,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Recon,4,1.0
base,Freedom,Freedom,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Stormtrooper,1,1.0
base,Freedom,Freedom,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Sniper,1,1.0
base,Freedom,Freedom,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_CloseCombat,0,1.0
base,Freedom,Freedom,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Recon,1,1.0
base,Freedom,Freedom,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Stormtrooper,1,1.0
base,Freedom,Freedom,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Sniper,0,0.2
base,Freedom,Freedom,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_CloseCombat,1,1.0
base,Freedom,Freedom,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Recon,1,1.0
base,Freedom,Freedom,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Stormtrooper,2,1.0
base,Freedom,Freedom,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Sniper,1,0.2
base,Freedom,Freedom,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_CloseCombat,1,1.0
base,Freedom,Freedom,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Recon,1,1.0
base,Freedom,Freedom,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Stormtrooper,2,1.0
base,Freedom,Freedom,3,Master,7,0.5,180.0,480.0,480.0,GeneralNPC_Freedom_Sniper,1,0.2
base,Bandits,Bandits,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_CloseCombat,3,1.0
base,Bandits,Bandits,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Recon,1,1.0
base,Bandits,Bandits,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Stormtrooper,0,0.0
base,Bandits,Bandits,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Heavy,0,0.0
base,Bandits,Bandits,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_CloseCombat,1,1.0
base,Bandits,Bandits,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Recon,1,1.0
base,Bandits,Bandits,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Stormtrooper,1,1.0
base,Bandits,Bandits,3,Experienced,6,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Heavy,0,0.0
base,Bandits,Bandits,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_CloseCombat,1,1.0
base,Bandits,Bandits,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Recon,1,1.0
base,Bandits,Bandits,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Stormtrooper,3,1.0
base,Bandits,Bandits,3,Veteran,7,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Heavy,0,0
base,Bandits,Bandits,3,Master,8,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_CloseCombat,1,1.0
base,Bandits,Bandits,3,Master,8,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Recon,1,1.0
base,Bandits,Bandits,3,Master,8,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Stormtrooper,3,1.0
base,Bandits,Bandits,3,Master,8,0.5,180.0,480.0,480.0,GeneralNPC_Bandit_Heavy,0,0
base,SultanBandits,SultanBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_SultanBandit_CloseCombat,1,1.0
base,SultanBandits,SultanBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_SultanBandit_Recon,1,1.0
base,SultanBandits,SultanBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_SultanBandit_Stormtrooper,1,1.0
base,SultanBandits,SultanBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_SultanBandit_Heavy,1,1.0
base,SultanBandits,SultanBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_CloseCombat,1,1.0
base,SultanBandits,SultanBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Recon,1,1.0
base,SultanBandits,SultanBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Stormtrooper,1,1.0
base,SultanBandits,SultanBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Heavy,1,1.0
base,SultanBandits,SultanBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_CloseCombat,1,1.0
base,SultanBandits,SultanBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Recon,1,1.0
base,SultanBandits,SultanBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Stormtrooper,1,1.0
base,SultanBandits,SultanBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Heavy,1,1.0
base,SultanBandits,SultanBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_CloseCombat,1,1.0
base,SultanBandits,SultanBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Recon,1,1.0
base,SultanBandits,SultanBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Stormtrooper,1,1.0
base,SultanBandits,SultanBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_SultanBandit_Heavy,1,1.0
base,NeutralBandits,NeutralBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_NeutralBandit_CloseCombat,1,1.0
base,NeutralBandits,NeutralBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_NeutralBandit_Recon,1,1.0
base,NeutralBandits,NeutralBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_NeutralBandit_Stormtrooper,1,1.0
base,NeutralBandits,NeutralBandits,3,Newbie,7,0.5,6.0,30.0,30.0,GeneralNPC_NeutralBandit_Heavy,1,1.0
base,NeutralBandits,NeutralBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_CloseCombat,1,1.0
base,NeutralBandits,NeutralBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Recon,1,1.0
base,NeutralBandits,NeutralBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Stormtrooper,1,1.0
base,NeutralBandits,NeutralBandits,3,Experienced,7,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Heavy,1,1.0
base,NeutralBandits,NeutralBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_CloseCombat,1,1.0
base,NeutralBandits,NeutralBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Recon,1,1.0
base,NeutralBandits,NeutralBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Stormtrooper,1,1.0
base,NeutralBandits,NeutralBandits,3,Veteran,8,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Heavy,1,1.0
base,NeutralBandits,NeutralBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_CloseCombat,1,1.0
base,NeutralBandits,NeutralBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Recon,1,1.0
base,NeutralBandits,NeutralBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Stormtrooper,1,1.0
base,NeutralBandits,NeutralBandits,3,Master,10,0.5,180.0,480.0,480.0,GeneralNPC_NeutralBandit_Heavy,1,1.0
base,Monolith,Monolith,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Monolith_CloseCombat,1,1.0
base,Monolith,Monolith,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Monolith_Recon,2,1.0
base,Monolith,Monolith,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Monolith_Stormtrooper,2,1.0
base,Monolith,Monolith,3,Newbie,6,0.5,180.0,480.0,480.0,GeneralNPC_Monolith_Sniper,0,0
